household_type_id,ami_percentile,age_group,year,total_hh
More than one adult with no children,1320,45-64,2019,NA
More than one adult with no children,1320,45-64,2021,NA
More than one adult with no children,1320,45-64,2022,NA
More than one adult with no children,1320,45-64,2023,NA
More than one adult with no children,1320,65 and over,2000,NA
More than one adult with no children,1320,65 and over,2001,NA
More than one adult with no children,1320,65 and over,2002,NA
More than one adult with no children,1320,65 and over,2003,NA
More than one adult with no children,1320,65 and over,2004,NA
More than one adult with no children,1320,65 and over,2005,NA
More than one adult with no children,1320,65 and over,2006,NA
More than one adult with no children,1320,65 and over,2007,NA
More than one adult with no children,1320,65 and over,2008,NA
More than one adult with no children,1320,65 and over,2009,NA
More than one adult with no children,1320,65 and over,2010,NA
More than one adult with no children,1320,65 and over,2011,NA
More than one adult with no children,1320,65 and over,2012,61
More than one adult with no children,1320,65 and over,2013,NA
More than one adult with no children,1320,65 and over,2014,NA
More than one adult with no children,1320,65 and over,2015,NA
More than one adult with no children,1320,65 and over,2016,45
More than one adult with no children,1320,65 and over,2017,NA
More than one adult with no children,1320,65 and over,2018,NA
More than one adult with no children,1320,65 and over,2019,NA
More than one adult with no children,1320,65 and over,2021,NA
More than one adult with no children,1320,65 and over,2022,NA
More than one adult with no children,1320,65 and over,2023,NA
More than one adult with no children,1330,45-64,2000,NA
More than one adult with no children,1330,45-64,2001,NA
More than one adult with no children,1330,45-64,2002,NA
More than one adult with no children,1330,45-64,2003,NA
More than one adult with no children,1330,45-64,2004,NA
More than one adult with no children,1330,45-64,2005,NA
More than one adult with no children,1330,45-64,2006,NA
More than one adult with no children,1330,45-64,2007,75
More than one adult with no children,1330,45-64,2008,NA
More than one adult with no children,1330,45-64,2009,NA
More than one adult with no children,1330,45-64,2010,NA
More than one adult with no children,1330,45-64,2011,NA
More than one adult with no children,1330,45-64,2012,NA
More than one adult with no children,1330,45-64,2013,NA
More than one adult with no children,1330,45-64,2014,NA
More than one adult with no children,1330,45-64,2015,NA
More than one adult with no children,1330,45-64,2016,113
More than one adult with no children,1330,45-64,2017,NA
More than one adult with no children,1330,45-64,2018,NA
More than one adult with no children,1330,45-64,2019,121
More than one adult with no children,1330,45-64,2021,NA
More than one adult with no children,1330,45-64,2022,NA
More than one adult with no children,1330,45-64,2023,NA
More than one adult with no children,1330,65 and over,2000,24
More than one adult with no children,1330,65 and over,2001,NA
More than one adult with no children,1330,65 and over,2002,NA
More than one adult with no children,1330,65 and over,2003,NA
More than one adult with no children,1330,65 and over,2004,NA
More than one adult with no children,1330,65 and over,2005,NA
More than one adult with no children,1330,65 and over,2006,NA
More than one adult with no children,1330,65 and over,2007,NA
More than one adult with no children,1330,65 and over,2008,NA
More than one adult with no children,1330,65 and over,2009,NA
More than one adult with no children,1330,65 and over,2010,NA
More than one adult with no children,1330,65 and over,2011,NA
More than one adult with no children,1330,65 and over,2012,NA
More than one adult with no children,1330,65 and over,2013,NA
More than one adult with no children,1330,65 and over,2014,NA
More than one adult with no children,1330,65 and over,2015,NA
More than one adult with no children,1330,65 and over,2016,NA
More than one adult with no children,1330,65 and over,2017,NA
More than one adult with no children,1330,65 and over,2018,NA
More than one adult with no children,1330,65 and over,2019,NA
More than one adult with no children,1330,65 and over,2021,NA
More than one adult with no children,1330,65 and over,2022,NA
More than one adult with no children,1330,65 and over,2023,NA
One adult with no children	,1330,65 and over,2000,NA
One adult with no children	,1330,65 and over,2001,NA
One adult with no children	,1330,65 and over,2002,NA
One adult with no children	,1330,65 and over,2003,NA
One adult with no children	,1330,65 and over,2004,NA
One adult with no children	,1330,65 and over,2005,NA
One adult with no children	,1330,65 and over,2006,NA
One adult with no children	,1330,65 and over,2007,NA
One adult with no children	,1330,65 and over,2008,NA
One adult with no children	,1330,65 and over,2009,NA
One adult with no children	,1330,65 and over,2010,NA
One adult with no children	,1330,65 and over,2011,NA
One adult with no children	,1330,65 and over,2012,NA
One adult with no children	,1330,65 and over,2013,NA
One adult with no children	,1330,65 and over,2014,NA
One adult with no children	,1330,65 and over,2015,NA
One adult with no children	,1330,65 and over,2016,NA
One adult with no children	,1330,65 and over,2017,NA
One adult with no children	,1330,65 and over,2018,NA
One adult with no children	,1330,65 and over,2019,NA
One adult with no children	,1330,65 and over,2021,NA
One adult with no children	,1330,65 and over,2022,NA
One adult with no children	,1330,65 and over,2023,272
More than one adult with children,1340,25-44,2000,NA
More than one adult with children,1340,25-44,2001,NA
More than one adult with children,1340,25-44,2002,NA
More than one adult with children,1340,25-44,2003,NA
More than one adult with children,1340,25-44,2004,NA
More than one adult with children,1340,25-44,2005,90
More than one adult with children,1340,25-44,2006,NA
More than one adult with children,1340,25-44,2007,NA
More than one adult with children,1340,25-44,2008,NA
More than one adult with children,1340,25-44,2009,NA
More than one adult with children,1340,25-44,2010,NA
More than one adult with children,1340,25-44,2011,NA
More than one adult with children,1340,25-44,2012,NA
More than one adult with children,1340,25-44,2013,NA
More than one adult with children,1340,25-44,2014,NA
More than one adult with children,1340,25-44,2015,NA
More than one adult with children,1340,25-44,2016,NA
More than one adult with children,1340,25-44,2017,NA
More than one adult with children,1340,25-44,2018,NA
More than one adult with children,1340,25-44,2019,NA
More than one adult with children,1340,25-44,2021,NA
More than one adult with children,1340,25-44,2022,NA
More than one adult with children,1340,25-44,2023,NA
More than one adult with no children,1340,45-64,2000,NA
More than one adult with no children,1340,45-64,2001,NA
More than one adult with no children,1340,45-64,2002,1179
More than one adult with no children,1340,45-64,2003,NA
More than one adult with no children,1340,45-64,2004,NA
More than one adult with no children,1340,45-64,2005,NA
More than one adult with no children,1340,45-64,2006,NA
More than one adult with no children,1340,45-64,2007,NA
More than one adult with no children,1340,45-64,2008,NA
More than one adult with no children,1340,45-64,2009,NA
More than one adult with no children,1340,45-64,2010,NA
More than one adult with no children,1340,45-64,2011,NA
More than one adult with no children,1340,45-64,2012,NA
More than one adult with no children,1340,45-64,2013,NA
More than one adult with no children,1340,45-64,2014,NA
More than one adult with no children,1340,45-64,2015,NA
More than one adult with no children,1340,45-64,2016,NA
More than one adult with no children,1340,45-64,2017,NA
More than one adult with no children,1340,45-64,2018,NA
More than one adult with no children,1340,45-64,2019,NA
More than one adult with no children,1340,45-64,2021,NA
More than one adult with no children,1340,45-64,2022,NA
More than one adult with no children,1340,45-64,2023,NA
More than one adult with no children,1340,65 and over,2000,NA
More than one adult with no children,1340,65 and over,2001,NA
More than one adult with no children,1340,65 and over,2002,NA
More than one adult with no children,1340,65 and over,2003,NA
More than one adult with no children,1340,65 and over,2004,NA
More than one adult with no children,1340,65 and over,2005,NA
More than one adult with no children,1340,65 and over,2006,NA
More than one adult with no children,1340,65 and over,2007,NA
More than one adult with no children,1340,65 and over,2008,NA
More than one adult with no children,1340,65 and over,2009,NA
More than one adult with no children,1340,65 and over,2010,NA
More than one adult with no children,1340,65 and over,2011,NA
More than one adult with no children,1340,65 and over,2012,NA
More than one adult with no children,1340,65 and over,2013,NA
More than one adult with no children,1340,65 and over,2014,NA
More than one adult with no children,1340,65 and over,2015,NA
More than one adult with no children,1340,65 and over,2016,NA
More than one adult with no children,1340,65 and over,2017,89
More than one adult with no children,1340,65 and over,2018,NA
More than one adult with no children,1340,65 and over,2019,NA
More than one adult with no children,1340,65 and over,2021,NA
More than one adult with no children,1340,65 and over,2022,NA
More than one adult with no children,1340,65 and over,2023,NA
One adult with no children	,1340,25-44,2000,NA
One adult with no children	,1340,25-44,2001,NA
One adult with no children	,1340,25-44,2002,NA
One adult with no children	,1340,25-44,2003,NA
One adult with no children	,1340,25-44,2004,NA
One adult with no children	,1340,25-44,2005,NA
One adult with no children	,1340,25-44,2006,NA
One adult with no children	,1340,25-44,2007,NA
One adult with no children	,1340,25-44,2008,NA
One adult with no children	,1340,25-44,2009,NA
One adult with no children	,1340,25-44,2010,NA
One adult with no children	,1340,25-44,2011,NA
One adult with no children	,1340,25-44,2012,NA
One adult with no children	,1340,25-44,2013,NA
One adult with no children	,1340,25-44,2014,NA
One adult with no children	,1340,25-44,2015,NA
One adult with no children	,1340,25-44,2016,NA
One adult with no children	,1340,25-44,2017,NA
One adult with no children	,1340,25-44,2018,NA
One adult with no children	,1340,25-44,2019,NA
One adult with no children	,1340,25-44,2021,164
One adult with no children	,1340,25-44,2022,NA
One adult with no children	,1340,25-44,2023,NA
One adult with no children	,1340,45-64,2000,NA
One adult with no children	,1340,45-64,2001,NA
One adult with no children	,1340,45-64,2002,NA
One adult with no children	,1340,45-64,2003,NA
One adult with no children	,1340,45-64,2004,NA
One adult with no children	,1340,45-64,2005,NA
One adult with no children	,1340,45-64,2006,NA
One adult with no children	,1340,45-64,2007,NA
One adult with no children	,1340,45-64,2008,NA
One adult with no children	,1340,45-64,2009,NA
One adult with no children	,1340,45-64,2010,NA
One adult with no children	,1340,45-64,2011,NA
One adult with no children	,1340,45-64,2012,NA
One adult with no children	,1340,45-64,2013,NA
One adult with no children	,1340,45-64,2014,NA
One adult with no children	,1340,45-64,2015,NA
One adult with no children	,1340,45-64,2016,64
One adult with no children	,1340,45-64,2017,NA
One adult with no children	,1340,45-64,2018,NA
One adult with no children	,1340,45-64,2019,NA
One adult with no children	,1340,45-64,2021,NA
One adult with no children	,1340,45-64,2022,NA
One adult with no children	,1340,45-64,2023,NA
More than one adult with no children,1350,25-44,2000,NA
More than one adult with no children,1350,25-44,2001,NA
More than one adult with no children,1350,25-44,2002,NA
More than one adult with no children,1350,25-44,2003,NA
More than one adult with no children,1350,25-44,2004,NA
More than one adult with no children,1350,25-44,2005,NA
More than one adult with no children,1350,25-44,2006,NA
More than one adult with no children,1350,25-44,2007,NA
More than one adult with no children,1350,25-44,2008,NA
More than one adult with no children,1350,25-44,2009,NA
More than one adult with no children,1350,25-44,2010,NA
More than one adult with no children,1350,25-44,2011,NA
More than one adult with no children,1350,25-44,2012,NA
More than one adult with no children,1350,25-44,2013,234
More than one adult with no children,1350,25-44,2014,NA
More than one adult with no children,1350,25-44,2015,NA
More than one adult with no children,1350,25-44,2016,NA
More than one adult with no children,1350,25-44,2017,NA
More than one adult with no children,1350,25-44,2018,NA
More than one adult with no children,1350,25-44,2019,NA
More than one adult with no children,1350,25-44,2021,NA
More than one adult with no children,1350,25-44,2022,NA
More than one adult with no children,1350,25-44,2023,NA
More than one adult with no children,1350,45-64,2000,NA
More than one adult with no children,1350,45-64,2001,NA
More than one adult with no children,1350,45-64,2002,NA
More than one adult with no children,1350,45-64,2003,NA
More than one adult with no children,1350,45-64,2004,NA
More than one adult with no children,1350,45-64,2005,NA
More than one adult with no children,1350,45-64,2006,NA
More than one adult with no children,1350,45-64,2007,NA
More than one adult with no children,1350,45-64,2008,NA
More than one adult with no children,1350,45-64,2009,NA
More than one adult with no children,1350,45-64,2010,NA
More than one adult with no children,1350,45-64,2011,82
More than one adult with no children,1350,45-64,2012,NA
More than one adult with no children,1350,45-64,2013,84
More than one adult with no children,1350,45-64,2014,NA
More than one adult with no children,1350,45-64,2015,NA
More than one adult with no children,1350,45-64,2016,NA
More than one adult with no children,1350,45-64,2017,NA
More than one adult with no children,1350,45-64,2018,NA
More than one adult with no children,1350,45-64,2019,NA
More than one adult with no children,1350,45-64,2021,NA
More than one adult with no children,1350,45-64,2022,11
More than one adult with no children,1350,45-64,2023,NA
More than one adult with no children,1350,65 and over,2000,NA
More than one adult with no children,1350,65 and over,2001,NA
More than one adult with no children,1350,65 and over,2002,NA
More than one adult with no children,1350,65 and over,2003,NA
More than one adult with no children,1350,65 and over,2004,NA
More than one adult with no children,1350,65 and over,2005,NA
More than one adult with no children,1350,65 and over,2006,NA
More than one adult with no children,1350,65 and over,2007,17
More than one adult with no children,1350,65 and over,2008,NA
More than one adult with no children,1350,65 and over,2009,NA
More than one adult with no children,1350,65 and over,2010,NA
More than one adult with no children,1350,65 and over,2011,NA
More than one adult with no children,1350,65 and over,2012,NA
More than one adult with no children,1350,65 and over,2013,NA
More than one adult with no children,1350,65 and over,2014,NA
More than one adult with no children,1350,65 and over,2015,NA
More than one adult with no children,1350,65 and over,2016,89
More than one adult with no children,1350,65 and over,2017,NA
More than one adult with no children,1350,65 and over,2018,NA
More than one adult with no children,1350,65 and over,2019,NA
More than one adult with no children,1350,65 and over,2021,NA
More than one adult with no children,1350,65 and over,2022,NA
More than one adult with no children,1350,65 and over,2023,NA
One adult with no children	,1350,45-64,2000,6
One adult with no children	,1350,45-64,2001,NA
One adult with no children	,1350,45-64,2002,NA
One adult with no children	,1350,45-64,2003,NA
One adult with no children	,1350,45-64,2004,NA
One adult with no children	,1350,45-64,2005,NA
One adult with no children	,1350,45-64,2006,NA
One adult with no children	,1350,45-64,2007,NA
One adult with no children	,1350,45-64,2008,NA
One adult with no children	,1350,45-64,2009,NA
One adult with no children	,1350,45-64,2010,NA
One adult with no children	,1350,45-64,2011,NA
One adult with no children	,1350,45-64,2012,NA
One adult with no children	,1350,45-64,2013,NA
One adult with no children	,1350,45-64,2014,NA
One adult with no children	,1350,45-64,2015,NA
One adult with no children	,1350,45-64,2016,NA
One adult with no children	,1350,45-64,2017,NA
One adult with no children	,1350,45-64,2018,NA
One adult with no children	,1350,45-64,2019,NA
One adult with no children	,1350,45-64,2021,NA
One adult with no children	,1350,45-64,2022,NA
One adult with no children	,1350,45-64,2023,NA
More than one adult with children,1360,25-44,2000,NA
More than one adult with children,1360,25-44,2001,NA
More than one adult with children,1360,25-44,2002,NA
More than one adult with children,1360,25-44,2003,NA
More than one adult with children,1360,25-44,2004,NA
More than one adult with children,1360,25-44,2005,NA
More than one adult with children,1360,25-44,2006,NA
More than one adult with children,1360,25-44,2007,NA
More than one adult with children,1360,25-44,2008,86
More than one adult with children,1360,25-44,2009,NA
More than one adult with children,1360,25-44,2010,NA
More than one adult with children,1360,25-44,2011,NA
More than one adult with children,1360,25-44,2012,NA
More than one adult with children,1360,25-44,2013,NA
More than one adult with children,1360,25-44,2014,NA
More than one adult with children,1360,25-44,2015,NA
More than one adult with children,1360,25-44,2016,NA
More than one adult with children,1360,25-44,2017,NA
More than one adult with children,1360,25-44,2018,NA
More than one adult with children,1360,25-44,2019,NA
More than one adult with children,1360,25-44,2021,NA
More than one adult with children,1360,25-44,2022,NA
More than one adult with children,1360,25-44,2023,NA
More than one adult with no children,1360,65 and over,2000,NA
More than one adult with no children,1360,65 and over,2001,NA
More than one adult with no children,1360,65 and over,2002,NA
More than one adult with no children,1360,65 and over,2003,NA
More than one adult with no children,1360,65 and over,2004,NA
More than one adult with no children,1360,65 and over,2005,NA
More than one adult with no children,1360,65 and over,2006,NA
More than one adult with no children,1360,65 and over,2007,NA
More than one adult with no children,1360,65 and over,2008,NA
More than one adult with no children,1360,65 and over,2009,71
More than one adult with no children,1360,65 and over,2010,NA
More than one adult with no children,1360,65 and over,2011,NA
More than one adult with no children,1360,65 and over,2012,NA
More than one adult with no children,1360,65 and over,2013,81
More than one adult with no children,1360,65 and over,2014,NA
More than one adult with no children,1360,65 and over,2015,NA
More than one adult with no children,1360,65 and over,2016,NA
More than one adult with no children,1360,65 and over,2017,NA
More than one adult with no children,1360,65 and over,2018,NA
More than one adult with no children,1360,65 and over,2019,NA
More than one adult with no children,1360,65 and over,2021,NA
More than one adult with no children,1360,65 and over,2022,NA
More than one adult with no children,1360,65 and over,2023,NA
More than one adult with children,1370,45-64,2000,NA
More than one adult with children,1370,45-64,2001,NA
More than one adult with children,1370,45-64,2002,NA
More than one adult with children,1370,45-64,2003,NA
More than one adult with children,1370,45-64,2004,NA
More than one adult with children,1370,45-64,2005,NA
More than one adult with children,1370,45-64,2006,NA
More than one adult with children,1370,45-64,2007,NA
More than one adult with children,1370,45-64,2008,NA
More than one adult with children,1370,45-64,2009,77
More than one adult with children,1370,45-64,2010,64
More than one adult with children,1370,45-64,2011,NA
More than one adult with children,1370,45-64,2012,NA
More than one adult with children,1370,45-64,2013,NA
More than one adult with children,1370,45-64,2014,NA
More than one adult with children,1370,45-64,2015,NA
More than one adult with children,1370,45-64,2016,NA
More than one adult with children,1370,45-64,2017,NA
More than one adult with children,1370,45-64,2018,NA
More than one adult with children,1370,45-64,2019,NA
More than one adult with children,1370,45-64,2021,NA
More than one adult with children,1370,45-64,2022,NA
More than one adult with children,1370,45-64,2023,NA
More than one adult with no children,1370,45-64,2000,NA
More than one adult with no children,1370,45-64,2001,NA
More than one adult with no children,1370,45-64,2002,NA
More than one adult with no children,1370,45-64,2003,189
More than one adult with no children,1370,45-64,2004,NA
More than one adult with no children,1370,45-64,2005,NA
More than one adult with no children,1370,45-64,2006,NA
More than one adult with no children,1370,45-64,2007,NA
More than one adult with no children,1370,45-64,2008,74
More than one adult with no children,1370,45-64,2009,NA
More than one adult with no children,1370,45-64,2010,NA
More than one adult with no children,1370,45-64,2011,NA
More than one adult with no children,1370,45-64,2012,NA
More than one adult with no children,1370,45-64,2013,NA
More than one adult with no children,1370,45-64,2014,NA
More than one adult with no children,1370,45-64,2015,NA
More than one adult with no children,1370,45-64,2016,NA
More than one adult with no children,1370,45-64,2017,NA
More than one adult with no children,1370,45-64,2018,NA
More than one adult with no children,1370,45-64,2019,NA
More than one adult with no children,1370,45-64,2021,NA
More than one adult with no children,1370,45-64,2022,NA
More than one adult with no children,1370,45-64,2023,83
One adult with no children	,1370,45-64,2000,NA
One adult with no children	,1370,45-64,2001,NA
One adult with no children	,1370,45-64,2002,NA
One adult with no children	,1370,45-64,2003,NA
One adult with no children	,1370,45-64,2004,NA
One adult with no children	,1370,45-64,2005,NA
One adult with no children	,1370,45-64,2006,NA
One adult with no children	,1370,45-64,2007,NA
One adult with no children	,1370,45-64,2008,NA
One adult with no children	,1370,45-64,2009,NA
One adult with no children	,1370,45-64,2010,NA
One adult with no children	,1370,45-64,2011,NA
One adult with no children	,1370,45-64,2012,NA
One adult with no children	,1370,45-64,2013,NA
One adult with no children	,1370,45-64,2014,NA
One adult with no children	,1370,45-64,2015,NA
One adult with no children	,1370,45-64,2016,NA
One adult with no children	,1370,45-64,2017,NA
One adult with no children	,1370,45-64,2018,NA
One adult with no children	,1370,45-64,2019,NA
One adult with no children	,1370,45-64,2021,65
One adult with no children	,1370,45-64,2022,NA
One adult with no children	,1370,45-64,2023,NA
More than one adult with no children,1380,25-44,2000,27
More than one adult with no children,1380,25-44,2001,NA
More than one adult with no children,1380,25-44,2002,NA
More than one adult with no children,1380,25-44,2003,NA
More than one adult with no children,1380,25-44,2004,NA
More than one adult with no children,1380,25-44,2005,NA
More than one adult with no children,1380,25-44,2006,NA
More than one adult with no children,1380,25-44,2007,NA
More than one adult with no children,1380,25-44,2008,NA
More than one adult with no children,1380,25-44,2009,NA
More than one adult with no children,1380,25-44,2010,NA
More than one adult with no children,1380,25-44,2011,NA
More than one adult with no children,1380,25-44,2012,NA
More than one adult with no children,1380,25-44,2013,NA
More than one adult with no children,1380,25-44,2014,NA
More than one adult with no children,1380,25-44,2015,NA
More than one adult with no children,1380,25-44,2016,NA
More than one adult with no children,1380,25-44,2017,NA
More than one adult with no children,1380,25-44,2018,NA
More than one adult with no children,1380,25-44,2019,NA
More than one adult with no children,1380,25-44,2021,NA
More than one adult with no children,1380,25-44,2022,NA
More than one adult with no children,1380,25-44,2023,NA
More than one adult with no children,1380,45-64,2000,NA
More than one adult with no children,1380,45-64,2001,NA
More than one adult with no children,1380,45-64,2002,NA
More than one adult with no children,1380,45-64,2003,NA
More than one adult with no children,1380,45-64,2004,NA
More than one adult with no children,1380,45-64,2005,NA
More than one adult with no children,1380,45-64,2006,NA
More than one adult with no children,1380,45-64,2007,NA
More than one adult with no children,1380,45-64,2008,NA
More than one adult with no children,1380,45-64,2009,NA
More than one adult with no children,1380,45-64,2010,NA
More than one adult with no children,1380,45-64,2011,NA
More than one adult with no children,1380,45-64,2012,NA
More than one adult with no children,1380,45-64,2013,NA
More than one adult with no children,1380,45-64,2014,NA
More than one adult with no children,1380,45-64,2015,NA
More than one adult with no children,1380,45-64,2016,NA
More than one adult with no children,1380,45-64,2017,NA
More than one adult with no children,1380,45-64,2018,NA
More than one adult with no children,1380,45-64,2019,NA
More than one adult with no children,1380,45-64,2021,87
More than one adult with no children,1380,45-64,2022,NA
More than one adult with no children,1380,45-64,2023,59
More than one adult with no children,1380,65 and over,2000,NA
More than one adult with no children,1380,65 and over,2001,NA
More than one adult with no children,1380,65 and over,2002,NA
More than one adult with no children,1380,65 and over,2003,NA
More than one adult with no children,1380,65 and over,2004,NA
More than one adult with no children,1380,65 and over,2005,NA
More than one adult with no children,1380,65 and over,2006,NA
More than one adult with no children,1380,65 and over,2007,NA
More than one adult with no children,1380,65 and over,2008,NA
More than one adult with no children,1380,65 and over,2009,NA
More than one adult with no children,1380,65 and over,2010,NA
More than one adult with no children,1380,65 and over,2011,NA
More than one adult with no children,1380,65 and over,2012,NA
More than one adult with no children,1380,65 and over,2013,NA
More than one adult with no children,1380,65 and over,2014,NA
More than one adult with no children,1380,65 and over,2015,NA
More than one adult with no children,1380,65 and over,2016,NA
More than one adult with no children,1380,65 and over,2017,61
More than one adult with no children,1380,65 and over,2018,NA
More than one adult with no children,1380,65 and over,2019,NA
More than one adult with no children,1380,65 and over,2021,NA
More than one adult with no children,1380,65 and over,2022,NA
More than one adult with no children,1380,65 and over,2023,NA
One adult with no children	,1380,45-64,2000,NA
One adult with no children	,1380,45-64,2001,NA
One adult with no children	,1380,45-64,2002,NA
One adult with no children	,1380,45-64,2003,NA
One adult with no children	,1380,45-64,2004,NA
One adult with no children	,1380,45-64,2005,NA
One adult with no children	,1380,45-64,2006,NA
One adult with no children	,1380,45-64,2007,NA
One adult with no children	,1380,45-64,2008,NA
One adult with no children	,1380,45-64,2009,NA
One adult with no children	,1380,45-64,2010,NA
One adult with no children	,1380,45-64,2011,NA
One adult with no children	,1380,45-64,2012,NA
One adult with no children	,1380,45-64,2013,94
One adult with no children	,1380,45-64,2014,NA
One adult with no children	,1380,45-64,2015,NA
One adult with no children	,1380,45-64,2016,NA
One adult with no children	,1380,45-64,2017,NA
One adult with no children	,1380,45-64,2018,NA
One adult with no children	,1380,45-64,2019,NA
One adult with no children	,1380,45-64,2021,NA
One adult with no children	,1380,45-64,2022,NA
One adult with no children	,1380,45-64,2023,NA
More than one adult with no children,1390,45-64,2000,24
More than one adult with no children,1390,45-64,2001,NA
More than one adult with no children,1390,45-64,2002,NA
More than one adult with no children,1390,45-64,2003,NA
More than one adult with no children,1390,45-64,2004,NA
More than one adult with no children,1390,45-64,2005,NA
More than one adult with no children,1390,45-64,2006,NA
More than one adult with no children,1390,45-64,2007,NA
More than one adult with no children,1390,45-64,2008,NA
More than one adult with no children,1390,45-64,2009,NA
More than one adult with no children,1390,45-64,2010,NA
More than one adult with no children,1390,45-64,2011,NA
More than one adult with no children,1390,45-64,2012,NA
More than one adult with no children,1390,45-64,2013,NA
More than one adult with no children,1390,45-64,2014,NA
More than one adult with no children,1390,45-64,2015,NA
More than one adult with no children,1390,45-64,2016,NA
More than one adult with no children,1390,45-64,2017,NA
More than one adult with no children,1390,45-64,2018,NA
More than one adult with no children,1390,45-64,2019,NA
More than one adult with no children,1390,45-64,2021,NA
More than one adult with no children,1390,45-64,2022,NA
More than one adult with no children,1390,45-64,2023,NA
One adult with no children	,1390,45-64,2000,NA
One adult with no children	,1390,45-64,2001,NA
One adult with no children	,1390,45-64,2002,NA
One adult with no children	,1390,45-64,2003,NA
One adult with no children	,1390,45-64,2004,NA
One adult with no children	,1390,45-64,2005,NA
One adult with no children	,1390,45-64,2006,NA
One adult with no children	,1390,45-64,2007,NA
One adult with no children	,1390,45-64,2008,207
One adult with no children	,1390,45-64,2009,NA
One adult with no children	,1390,45-64,2010,NA
One adult with no children	,1390,45-64,2011,NA
One adult with no children	,1390,45-64,2012,NA
One adult with no children	,1390,45-64,2013,NA
One adult with no children	,1390,45-64,2014,NA
One adult with no children	,1390,45-64,2015,NA
One adult with no children	,1390,45-64,2016,NA
One adult with no children	,1390,45-64,2017,NA
One adult with no children	,1390,45-64,2018,NA
One adult with no children	,1390,45-64,2019,NA
One adult with no children	,1390,45-64,2021,NA
One adult with no children	,1390,45-64,2022,NA
One adult with no children	,1390,45-64,2023,NA
More than one adult with children,1400,45-64,2000,36
More than one adult with children,1400,45-64,2001,NA
More than one adult with children,1400,45-64,2002,NA
More than one adult with children,1400,45-64,2003,NA
More than one adult with children,1400,45-64,2004,NA
More than one adult with children,1400,45-64,2005,NA
More than one adult with children,1400,45-64,2006,NA
More than one adult with children,1400,45-64,2007,NA
More than one adult with children,1400,45-64,2008,NA
More than one adult with children,1400,45-64,2009,NA
More than one adult with children,1400,45-64,2010,NA
More than one adult with children,1400,45-64,2011,NA
More than one adult with children,1400,45-64,2012,NA
More than one adult with children,1400,45-64,2013,NA
More than one adult with children,1400,45-64,2014,NA
More than one adult with children,1400,45-64,2015,NA
More than one adult with children,1400,45-64,2016,NA
More than one adult with children,1400,45-64,2017,NA
More than one adult with children,1400,45-64,2018,NA
More than one adult with children,1400,45-64,2019,NA
More than one adult with children,1400,45-64,2021,NA
More than one adult with children,1400,45-64,2022,NA
More than one adult with children,1400,45-64,2023,NA
More than one adult with no children,1400,25-44,2000,NA
More than one adult with no children,1400,25-44,2001,NA
More than one adult with no children,1400,25-44,2002,NA
More than one adult with no children,1400,25-44,2003,NA
More than one adult with no children,1400,25-44,2004,NA
More than one adult with no children,1400,25-44,2005,NA
More than one adult with no children,1400,25-44,2006,NA
More than one adult with no children,1400,25-44,2007,NA
More than one adult with no children,1400,25-44,2008,NA
More than one adult with no children,1400,25-44,2009,NA
More than one adult with no children,1400,25-44,2010,64
More than one adult with no children,1400,25-44,2011,16
More than one adult with no children,1400,25-44,2012,NA
More than one adult with no children,1400,25-44,2013,NA
More than one adult with no children,1400,25-44,2014,NA
More than one adult with no children,1400,25-44,2015,NA
More than one adult with no children,1400,25-44,2016,NA
More than one adult with no children,1400,25-44,2017,NA
More than one adult with no children,1400,25-44,2018,NA
More than one adult with no children,1400,25-44,2019,NA
More than one adult with no children,1400,25-44,2021,NA
More than one adult with no children,1400,25-44,2022,NA
More than one adult with no children,1400,25-44,2023,NA
More than one adult with no children,1400,45-64,2000,NA
More than one adult with no children,1400,45-64,2001,NA
More than one adult with no children,1400,45-64,2002,NA
More than one adult with no children,1400,45-64,2003,NA
More than one adult with no children,1400,45-64,2004,NA
More than one adult with no children,1400,45-64,2005,NA
More than one adult with no children,1400,45-64,2006,NA
More than one adult with no children,1400,45-64,2007,NA
More than one adult with no children,1400,45-64,2008,NA
More than one adult with no children,1400,45-64,2009,115
More than one adult with no children,1400,45-64,2010,NA
More than one adult with no children,1400,45-64,2011,NA
More than one adult with no children,1400,45-64,2012,44
More than one adult with no children,1400,45-64,2013,125
More than one adult with no children,1400,45-64,2014,NA
More than one adult with no children,1400,45-64,2015,NA
More than one adult with no children,1400,45-64,2016,67
More than one adult with no children,1400,45-64,2017,49
More than one adult with no children,1400,45-64,2018,186
More than one adult with no children,1400,45-64,2019,NA
More than one adult with no children,1400,45-64,2021,NA
More than one adult with no children,1400,45-64,2022,31
More than one adult with no children,1400,45-64,2023,NA
More than one adult with children,1410,45-64,2000,NA
More than one adult with children,1410,45-64,2001,NA
More than one adult with children,1410,45-64,2002,NA
More than one adult with children,1410,45-64,2003,NA
More than one adult with children,1410,45-64,2004,NA
More than one adult with children,1410,45-64,2005,NA
More than one adult with children,1410,45-64,2006,NA
More than one adult with children,1410,45-64,2007,NA
More than one adult with children,1410,45-64,2008,NA
More than one adult with children,1410,45-64,2009,NA
More than one adult with children,1410,45-64,2010,NA
More than one adult with children,1410,45-64,2011,NA
More than one adult with children,1410,45-64,2012,NA
More than one adult with children,1410,45-64,2013,NA
More than one adult with children,1410,45-64,2014,190
More than one adult with children,1410,45-64,2015,NA
More than one adult with children,1410,45-64,2016,NA
